,taxpayer_id,first_name,last_name,birth_date,ssn,filing_status,address,city,state,zip_code,email,phone_number,employer_name,employer_address,job_title,employment_start_date,employment_end_date,tax_return_id,tax_year,filing_date,return_type,income_source,income_frequency,taxable_amount,deduction_category,deduction_description,credit_description,credit_eligibility,payment_date,payment_method,refund_date,refund_reason,amount_owed_due_date,amount_owed_reason,property_type,property_value,mortgage_interest_paid,taxpayer_occupation,previous_year_income,state_tax_refund,local_tax_refund,estimated_tax_payments_made,tax_liability
197,198,Sheila,Robinson,1947-04-01,192-71-6455,Married Filing Separately,494 Mcpherson Row Suite 656,Smithchester,MP,48288,davidtrujillo@example.net,+1-690-304-2035x56634,"Barrett, Walker and Fry","3658 Cynthia Branch Suite 264
Delacruzside, TN 59286",Engineering geologist,2020-04-12,2023-06-02,198,1984,2024-07-05,Resident Alien,Salary,Yearly,65797,Other,Structure since training soon.,Worker hotel above poor.,Not Eligible,2024-03-27,Gift Card,2024-06-06,Refundable Credit,2024-02-19,Other,Industrial,808245,87558,Art therapist,84029,3523,1764,6047,78287
198,199,Kelly,Hamilton,1951-09-27,683-45-5675,Head of Household,77809 Cooper Stream Suite 200,Stevenburgh,OR,59533,jferguson@example.org,(506)227-0570,Johnson and Sons,"0200 Sanchez Trail
East Lorihaven, VA 55758",Operational researcher,2022-10-13,2021-04-04,199,2022,2024-06-24,Trust,Grants,Monthly,5997,Childcare Expenses,Film military hot service decide boy.,Billion whole place.,Eligible,2024-04-17,Wire Transfer,2024-02-08,Adjustment,2024-06-29,Amended Return,Multi-family,216243,7810,"Scientist, forensic",70914,3113,8176,1188,33102
199,200,Raymond,Robinson,1994-09-29,480-27-7567,Qualifying Widow(er) with Dependent Child,8443 Morris Fork Apt. 483,West Lisaport,AZ,30132,parsonsjohn@example.net,390.987.8993x141,"Dyer, Powell and Weeks","17339 Harold Springs Apt. 168
West Joel, CT 34265",Community arts worker,2022-02-23,,200,2019,2024-02-01,Joint,Unemployment Benefits,Yearly,85358,Health,Strong century approach minute ground.,Program start strong each ten or.,Eligible,2024-03-15,Google Pay,2024-07-02,Refundable Credit,2024-02-09,Amended Return,Commercial,637148,22456,Medical sales representative,15500,6366,1072,7336,31489
200,201,Abigail,Bolton,1994-09-11,852-73-1845,Married Filing Jointly,72570 Karen Trace,Rogersfurt,HI,14556,moralesjessica@example.com,(258)969-6915x915,"Lee, Cox and Caldwell","6598 Forbes Locks
East Mariaside, WI 99135","Engineer, mining",2021-10-15,2020-03-30,201,1978,2024-03-17,Individual,Scholarships,Monthly,93493,State Taxes Paid,First believe bag. Stock ask think argue field.,According to teacher season table.,Not Eligible,2024-01-02,PayPal,2024-05-21,Penalty Adjustment,2024-03-19,Error in Return,Industrial,295435,35122,"Programme researcher, broadcasting/film/video",16776,3121,5103,9914,76369
201,202,Elizabeth,Schultz,1950-06-23,219-69-8837,Head of Household,90321 Garrett Parks,Raymondshire,TX,10075,mcintyrejeffrey@example.org,6502919816,Wilson LLC,"113 Osborne Roads
Markfort, MD 94285","Research officer, political party",2021-09-22,,202,1987,2024-05-19,Non-Resident Alien,Prize Winnings,Yearly,9196,Home Office,Of artist music agency.,Remain any common color.,Not Eligible,2024-01-25,Google Pay,2024-04-04,Refundable Credit,2024-06-25,Late Payment,Land,397051,90312,"Secretary, company",13230,8237,1083,8504,99433
202,203,Anthony,Travis,1955-09-09,431-14-5865,Single,58255 Wilcox Route Apt. 717,Harryborough,GA,63193,shannonvictoria@example.org,542-799-6941,Williams PLC,"57143 Brown Islands Suite 309
East Christopher, PR 54017",Ophthalmologist,2023-08-15,2023-06-23,203,1975,2024-06-21,Corporation,Prize Winnings,Monthly,29256,Business Expenses,Local future fast history put concern.,Care person concern while.,Not Eligible,2024-03-07,Direct Deposit,2024-02-07,Miscellaneous,2024-02-17,Penalty,Vacation,504729,54620,"Engineer, land",75387,3189,4011,4911,11986
203,204,Jeffrey,Horn,1986-02-06,356-58-9877,Qualifying Widow(er) with Dependent Child,673 Sandra Plains Apt. 882,New Kristinatown,NH,98309,ashleeramirez@example.net,+1-280-965-3611x54231,Lewis-Rivera,"47875 Nathan Port Suite 079
Troyhaven, MT 11896",Information systems manager,2023-03-21,2021-02-20,204,2019,2024-01-24,Corporation,Dividends,Yearly,31888,Education,Side list dinner former certain.,One ask design mission pressure.,Not Eligible,2024-05-22,PayPal,2024-07-21,Refundable Credit,2024-07-13,Error in Return,Vacation,629740,56588,Paediatric nurse,11367,3860,7504,5256,60238
204,205,Gary,Phillips,1980-06-01,482-56-7696,Married Filing Separately,1561 Palmer Ports Apt. 853,Lake Nancyfort,CT,35175,westjoseph@example.net,+1-544-710-1844x1324,Cooper LLC,"7978 Cameron Flat
Smithville, DE 19928","Producer, radio",2022-11-28,2020-12-31,205,2014,2024-07-22,Qualifying Widow(er) with Dependent Child,Pensions,Yearly,11515,Mortgage,Again risk table.,Course pick face spring. Pm win would far.,Eligible,2024-01-13,Cash,2024-03-27,Account Correction,2024-07-28,Additional Tax Liability,Industrial,420118,71743,Herbalist,4897,4297,4474,8141,51016
205,206,Ashley,Ford,1980-09-10,536-06-9912,Qualifying Widow(er) with Dependent Child,60612 Shannon River Apt. 589,Amandaborough,WY,71654,jenniferwalters@example.net,+1-456-573-4589,Vaughn-Shaw,"7549 Billy Highway
Joshuahaven, AS 22546","Psychologist, clinical",2021-01-23,2023-09-02,206,1972,2024-01-07,Joint,Consulting Fees,Yearly,15270,Education,On method stand seven open.,Early tonight somebody cup financial.,Eligible,2024-04-07,Cryptocurrency,2024-04-07,Error,2024-01-07,Amended Return,Vacation,788731,32848,"Horticulturist, commercial",29143,2485,8092,1323,93664
206,207,James,Curry,1994-12-07,467-60-5308,Married Filing Separately,4350 Brady Village Suite 647,North Michael,WI,94056,leecassandra@example.org,2327156472,"Lambert, Henry and Brown","39152 Gonzalez Stravenue
Hernandezfurt, PW 03982","Engineer, materials",2020-12-29,2021-08-06,207,1999,2024-05-11,Final Return,Pensions,Yearly,37309,Medical Expenses,Red ask share school expert practice important.,Where up system official. Last its level poor.,Eligible,2024-02-10,PayPal,2024-01-01,Incorrect Filing,2024-05-17,Penalty,Vacation,770303,41284,Network engineer,34269,8347,9025,7448,5803
207,208,Jodi,Brown,1945-07-08,347-76-0523,Single,092 Fowler Summit,Port Michaelton,MP,70601,jonathanparker@example.org,+1-385-967-7058x4136,Colon LLC,"3231 Ross Ramp Suite 495
Port Jason, WY 16418",Politician's assistant,2023-06-18,2023-05-17,208,2009,2024-04-06,Head of Household,Other,Monthly,39928,Education,Enter out agreement reveal.,Total police size reduce allow behavior.,Not Eligible,2024-04-02,Wire Transfer,2024-04-09,Overpayment,2024-01-19,Adjustment,Rental,860716,47159,Psychiatric nurse,13735,63,3972,3519,74227
208,209,Joshua,Ramsey,1968-03-07,744-71-0055,Single,1165 Allen Club,Kellibury,MD,22245,romerosamantha@example.net,(886)673-7736,Greene LLC,"77658 Schaefer Ferry Apt. 633
Port Jerry, MP 74619",Broadcast presenter,2020-03-01,,209,2006,2024-03-03,Final Return,Other,Monthly,41374,Childcare Expenses,I better number they.,Main then left player financial smile near.,Not Eligible,2024-06-26,Credit Card,2024-06-21,Overpayment,2024-06-15,Error in Return,Other,940499,49499,"Designer, blown glass/stained glass",80333,8288,7625,8303,49458
209,210,Angela,Lee,1969-02-22,204-65-2979,Head of Household,9839 Howard Isle Apt. 656,West Danielle,WV,77683,turnercandace@example.org,(817)231-6905x2623,Parker-Moody,"198 Aguilar Ford
Lake Kristenton, FM 84498",Health and safety adviser,2022-10-31,2021-01-13,210,2002,2024-02-09,Trust,Consulting Fees,Monthly,92278,Medical Expenses,Contain during beyond fill itself.,Condition get north Mrs all add nor something.,Not Eligible,2024-06-28,Credit Card,2024-01-12,Error,2024-04-30,Additional Tax Liability,Agricultural,559606,24194,"Biochemist, clinical",2531,9885,459,9157,74638
210,211,Brian,Olson,1963-09-25,478-32-3030,Qualifying Widow(er) with Dependent Child,514 Kimberly Terrace Suite 689,Paulaport,MH,71727,noahroy@example.com,844-306-2900x0990,Freeman-Richard,"3895 Teresa Walks Suite 927
Elizabethbury, FM 98291",Marine scientist,2020-02-11,2021-02-27,211,2006,2024-02-12,Final Return,Scholarships,Yearly,39195,Childcare Expenses,Morning enter often.,Day eye course happen wind government point.,Eligible,2024-06-23,Direct Deposit,2024-02-04,Incorrect Filing,2024-04-01,Additional Tax Liability,Home,824767,51379,"Therapist, sports",49513,3241,1699,3374,60970
211,212,Scott,Moore,1955-04-10,727-70-2893,Qualifying Widow(er) with Dependent Child,48850 Justin Freeway,Tammieton,TX,61211,james85@example.com,8735447292,Barrett-Collins,"5625 Becky Glen Apt. 908
Port Annburgh, AR 05329",Tree surgeon,2023-01-25,,212,1977,2024-02-16,Head of Household,Rent from Personal Property,Yearly,73993,Medical Expenses,Brother material whom seem doctor.,Describe article piece much money the ready.,Eligible,2024-01-05,Wire Transfer,2024-02-08,Error,2024-01-14,Additional Tax Liability,Land,278006,28724,Animal nutritionist,61812,2548,2095,6625,18510
212,213,Ronald,Henry,1980-03-30,175-41-7985,Married Filing Jointly,0827 Bailey Hollow,Lopezhaven,MH,83099,robertgreene@example.org,001-749-527-1107x9281,"Parker, Scott and Johnson","0186 Leslie Run
East Eric, CO 91743",Physiotherapist,2021-10-15,,213,2001,2024-01-22,Amended,Dividends,Monthly,24198,Business Expenses,Great something room off get represent certainly.,Pass bad especially fund heart forward.,Not Eligible,2024-01-23,Electronic Funds Transfer (EFT),2024-03-02,Incorrect Filing,2024-03-21,Late Payment,Other,349020,90259,Health visitor,80992,8920,2456,8140,53280
213,214,Maria,Bean,1978-07-01,489-62-8724,Qualifying Widow(er) with Dependent Child,0004 Crosby Locks Suite 826,Harrisshire,OR,86407,rhonda26@example.com,+1-791-311-4616x08008,Anderson LLC,"1502 Arnold Union Suite 569
Odonnellport, HI 82214",Airline pilot,2020-12-29,,214,1985,2024-01-19,Final Return,Alimony,Yearly,42679,Home Office,Natural market live left.,Knowledge police daughter high tend whom century.,Eligible,2024-06-12,PayPal,2024-05-01,Overpayment,2024-07-03,Penalty,Land,282920,83638,Cartographer,15127,5855,1989,2605,1915
214,215,Frances,Juarez,1962-04-20,840-18-2806,Married Filing Separately,84921 Oneill Burgs Suite 956,Lawsonmouth,LA,35051,crawfordebony@example.com,742-460-3527x185,"Thomas, Hughes and Anderson","Unit 9682 Box 1119
DPO AE 13053","Doctor, hospital",2022-11-19,,215,1980,2024-04-04,Resident Alien,Freelance Income,Monthly,73690,Childcare Expenses,Most road piece commercial owner it travel.,Now main state add over plant great second.,Eligible,2024-04-24,Gift Card,2024-05-24,Payment Error,2024-01-20,Additional Tax Liability,Home,492018,30791,Sports administrator,74115,7557,8961,7084,96131
215,216,Kenneth,Bowman,1964-10-04,707-57-0455,Head of Household,620 Amanda Corners,Blakestad,NV,95896,clairejones@example.net,734.830.7644x6293,"Cruz, Riggs and Dominguez","056 Dunn Orchard Apt. 800
Lake Nancyville, MO 40077",Technical author,2020-02-07,,216,2013,2024-02-04,Joint,Dividends,Yearly,19177,Childcare Expenses,Bad other defense say whole tax.,Nearly health investment wrong case week likely.,Not Eligible,2024-02-28,Wire Transfer,2024-01-19,Payment Error,2024-03-22,Adjustment,Home,16071,99204,Homeopath,3025,2158,2102,6904,46017
216,217,Daniel,Henry,1983-02-20,422-24-1104,Qualifying Widow(er) with Dependent Child,9758 Hall Drives,Andersonbury,AL,75223,frederickmeyer@example.net,+1-937-976-6497x972,Vasquez Inc,"847 Harris Ports
Scottland, PW 22116","Engineer, structural",2023-11-24,2023-04-20,217,1987,2024-07-17,Amended,Consulting Fees,Yearly,68379,Moving Expenses,Information boy listen member expect.,Able recently interesting peace cover.,Not Eligible,2024-07-24,Gift Card,2024-03-19,Payment Error,2024-05-29,Error in Return,Rental,106404,78865,Financial adviser,34089,694,2567,7598,71792
217,218,Jasmine,Perez,1970-05-22,419-69-0420,Head of Household,646 Allen Stravenue,New Jeffreyside,NE,58711,janicerichardson@example.org,(819)286-6552x257,"Davis, Ramos and Hernandez","743 Sarah Orchard
South Drewbury, ND 84396","Secretary, company",2022-05-27,,218,2007,2024-06-06,Joint,Scholarships,Monthly,51596,Casualty and Theft Losses,Arrive among stuff source always.,Including reflect bed experience move size.,Not Eligible,2024-04-25,Check,2024-01-28,Incorrect Filing,2024-03-14,Additional Tax Liability,Vacation,231977,47555,Theatre director,13839,1043,6389,1535,63541
218,219,Ronald,Espinoza,1982-10-19,070-14-0893,Head of Household,7081 Atkinson Common,Brownport,NM,69122,brenthumphrey@example.net,6005335696,Friedman PLC,"46091 Traci Route
Cameronside, PA 91094",Commercial horticulturist,2023-09-26,,219,1990,2024-03-19,Business,Salary,Monthly,55433,Investment Expenses,For challenge show assume risk positive money.,Take rule partner discover war.,Not Eligible,2024-04-19,Money Order,2024-01-02,Overpayment,2024-05-17,Underpayment,Land,341211,13440,Quantity surveyor,97035,4386,3930,8154,82013
219,220,Christopher,Harris,1990-05-05,372-91-8646,Single,1958 Pearson Roads,North Glennmouth,OH,50041,cody82@example.net,658-668-8691,"Harris, Stephens and Hernandez","71445 Sanchez Green Suite 917
Michaelton, MH 07649",Community arts worker,2020-10-06,,220,2019,2024-06-02,Qualifying Widow(er) with Dependent Child,Freelance Income,Monthly,62043,Business Expenses,Road lawyer value view too mission big.,Politics west policy quickly rest really.,Eligible,2024-06-15,Wire Transfer,2024-01-24,Account Correction,2024-07-10,Late Payment,Other,194841,53745,Analytical chemist,50518,9804,9537,450,39964
220,221,Andrew,Rivers,1972-08-31,474-88-9163,Married Filing Jointly,3082 Allison Burgs Apt. 342,Samanthahaven,SD,25202,larry66@example.net,880-451-2926,Moreno-Mitchell,"97120 Jackson Course Suite 508
Port Sara, MS 03365",Dramatherapist,2020-03-24,2023-06-17,221,2011,2024-07-02,Married Filing Separately,Licensing Fees,Yearly,44789,Education,Tax Congress very. Happy machine project its.,Information prevent wish similar short.,Eligible,2024-05-03,PayPal,2024-06-27,Error,2024-02-01,Interest,Industrial,978945,60246,Tax adviser,98855,4197,9020,335,70378
221,222,Melissa,Roberts,1996-03-20,476-49-4069,Married Filing Separately,56100 Daniel Overpass,Garciamouth,CA,38893,benjamin02@example.org,+1-747-731-0597x23183,Anderson Group,"3759 Robert Ridges
Tamaramouth, VA 17343",Geoscientist,2020-04-20,,222,1982,2024-05-05,Individual,Dividends,Monthly,50774,Business Expenses,Fund able local though must discuss can show.,Federal own consider theory make race.,Eligible,2024-02-23,Debit Card,2024-04-04,Duplicate Payment,2024-03-03,Penalty,Rental,205367,27738,"Engineer, civil (consulting)",74918,3642,9998,6049,99720
222,223,Brandon,Wilson,1995-12-22,839-58-8025,Single,1851 Cathy Divide Apt. 989,South Anthony,MD,91328,ericksonsusan@example.net,+1-496-793-0572x373,Moore-Allen,"1105 Cox Mount
Port Vincentchester, AS 30545",Acupuncturist,2021-10-27,2020-06-07,223,2023,2024-02-01,Resident Alien,Unemployment Benefits,Yearly,7115,Investment Expenses,Hear paper reduce say. Hold seek idea floor.,Debate each consider go quality piece.,Eligible,2024-04-16,Google Pay,2024-04-20,Adjustment,2024-08-01,Underpayment,Multi-family,324941,51499,Lobbyist,92476,7136,4460,4457,82647
223,224,Michele,Bond,1953-08-11,358-95-7330,Married Filing Separately,85610 Mathis Ford,East Jamesborough,PA,11100,hrichards@example.com,841.506.7725,Duffy-Swanson,"788 Dean Streets
Stonebury, FM 90853",Fish farm manager,2021-05-18,2024-02-29,224,2012,2024-04-02,Corporation,Consulting Fees,Monthly,80840,Medical Expenses,Once machine film daughter effort strategy.,Book class network edge party high guy.,Eligible,2024-06-18,Gift Card,2024-05-12,Refundable Credit,2024-06-13,Interest,Home,789243,88404,Clinical molecular geneticist,62261,1927,2556,9486,48453
224,225,Jennifer,Rodriguez,1956-05-24,100-89-6494,Single,20839 Rose Rapids,North Rachel,NV,07630,mezajennifer@example.com,001-286-250-3042x749,Mcintosh PLC,"55168 Dawn Rue Apt. 355
Hodgeview, IL 64491",Regulatory affairs officer,2024-05-15,,225,1982,2024-02-24,Qualifying Widow(er) with Dependent Child,Freelance Income,Yearly,34192,Charitable Contributions,Hear design hear.,Often person opportunity.,Eligible,2024-06-26,Gift Card,2024-03-20,Account Correction,2024-06-21,Underpayment,Investment,45345,21625,"Administrator, arts",34468,3960,3826,226,26129
225,226,Eric,Fields,1980-05-27,307-78-6897,Married Filing Jointly,4675 Yolanda Stream,Arnoldview,MS,27105,stevenrocha@example.net,471.964.7198,"Horton, Hopkins and Mason","9571 Angela Shoal
South Amyburgh, ND 69492",Agricultural engineer,2023-10-07,,226,2013,2024-07-09,Business,Investment Income,Yearly,80335,Medical Expenses,Glass choice direction even game.,Good reveal play lose season phone.,Eligible,2024-05-26,Cryptocurrency,2024-03-20,Refundable Credit,2024-05-26,Late Filing,Industrial,36803,38941,Clothing/textile technologist,30950,5636,3067,796,86677
226,227,Allison,Norton,2004-02-01,458-43-8030,Married Filing Jointly,18282 Suzanne Spring,Port Christopherchester,NC,43363,jason36@example.com,5094255786,Davis and Sons,"4758 Adams Branch
Merrittton, AZ 16100","Engineer, materials",2022-07-10,2023-12-03,227,1981,2024-01-14,Head of Household,Salary,Monthly,5758,State Taxes Paid,Book threat make citizen near.,Idea point wide project develop loss case really.,Not Eligible,2024-03-28,Wire Transfer,2024-06-17,Payment Error,2024-03-08,Underpayment,Multi-family,881828,87826,Bonds trader,62382,701,5593,6482,4237
227,228,Dawn,Horne,1989-07-13,888-42-1983,Qualifying Widow(er) with Dependent Child,63414 Clements Loaf Suite 778,East Christopher,GA,23060,npeterson@example.com,720.821.3529,Nash-Barker,"85088 Susan Ford Suite 498
Holmesfort, CO 95130",Claims inspector/assessor,2023-12-10,2020-11-08,228,2023,2024-02-25,Partnership,Inheritance,Monthly,96353,Charitable Contributions,One shake up west rise score among.,Author book blood message impact strategy area.,Not Eligible,2024-03-22,Cryptocurrency,2024-05-21,Account Correction,2024-04-08,Error in Return,Agricultural,916440,39918,"Engineer, chemical",30211,6345,3469,1482,49897
228,229,Michelle,Davidson,1998-01-02,140-74-3623,Married Filing Jointly,1954 Bailey Dale,Hannahburgh,RI,03113,msmith@example.net,(829)378-4267x3926,Watkins Inc,"42087 Johnson Road
West Christinaland, FL 45001",Magazine journalist,2023-10-10,,229,1982,2024-04-22,Qualifying Widow(er) with Dependent Child,Consulting Fees,Monthly,95729,Home Office,Issue head ability board hair wind Mr.,Site medical performance student cold chair of.,Not Eligible,2024-04-21,Apple Pay,2024-03-14,Error,2024-01-16,Other,Investment,86761,15645,"Scientist, audiological",20144,6409,362,2136,2537
